data_aniversário,autoriza_postagem_niver,idade,escolaridade,bairro_cidade,raca_etnia,genero,orientacao_sexual,tem_filhos,area_ti_ou_trasicao_carreira,situacao_profissional,profissionalmente_ativa,profissao_atual,renda_mensal,trabalha_estuda_com_tecnologia,programa_python,quanto_tempo_programa_python,tem_interesse_aprender,seu_nivel_python,ja_trabalhou_qual_segmento,ja_trabalhou_outras_tecnologias,como_conheceu_pyladies,ja_participou_evento,o_que_espera_comunidade,como_voce_pode_ajudar_comunidade,frequencia_participa_evento,quais_eventos_mais_gosta,qual_area_desperta_mais_interesse,ministrar_palestra_cursos,sobre_quais_assuntos,o_que_poderia_desperar_interesse_para_interagir_participar_mais,gostaria_participar_do_programa_mentoria,faz_parte_de_outra_comunidade,tem_experiencia_organizacao_evento,interesses,dificuldades_mulheres_na_ti,tipo_apoio_voce_espera_da_comunidade,prefere_trabalhar_em_projetos_individuais_ou_equipes,autoriza_autorizacao_manter_info,autorizacao_imagem,email_hash,nome_hash,contato_hash
14/11,Sim,Entre 18 e 24 anos,Graduação - cursando,Fortaleza/Edson Queiroz,Branca,Cisgênera,Heterossexual,Não,Sim,Bolsista de instituição acadêmica,Estou buscando ativamente novo emprego/estágio/etc.,"Faço Engenharia de Telecomunicações, mas atualmente estagio com desenvolvimento IOS",Menos de 1 salário mínino ( < 1.412),menos de 1 ano,Não,Não se aplica,Sim,Não se aplica,Não se aplica,"Swift, SwiftUi",Indicação de amiga(o),Não,ESPERO COMPARTILHAR EXPERIENCIAS E QUE ISSO NOS AJUDE A CRESCER MUTUAMENTE,GOSTARIA DE SER VOLUNTARIA FUTURAMENTE APRENDER UM POUCO DE PYTHON AJUDAR NOS EVENTOS E NAS ORGANIZACOES DO GRUPO,nula,Atividades lúdicas e recreativas;Workshops,Jogos;Machine Learning,Talvez,"Sobre UI, UX e desenvolvimento OIS.","Eu gosto muito da área de jogos, participar de hackathons, acho q algo voltado mais para jogos ou criação de grupos/preparação para hackathons seria algo bem inovador na comunidade.","Sim, como mentorada",Não,Não,"🎨 (arte, representando interesses criativos);📚 (livros, representando interesses em leitura);🎮 (jogos, para quem curte videogames)",ACHO QUE MINHA PROPRIA AUTOSSABOTAGEM POR SER UM MUNDO AINDA MUITO MACHISTA AS VEZES EU NAO ME SINTO A ALTURA DOS COLEGAS AO MEU REDOR NAO ME SINTO TAO ACOLHIDA E SINTO QUE SE COMETER ALGUM ERRO POSSO ACABAR MOSTRANDO MINHA FRAGILIDADE,ACHO MA SESSAO DE TERAPIA EM GRUPO UM DIA NO MES ONDE NOS REUNIMOS TODAS PESSOALMENTE E COMPARTILHAMOS NOSSAS EXPERIENCIAS NOSSAS ANGUSTIAS E ETC,"Em equipe, pois gosto de compartilhar experiências.","Sim, autorizo!","Sim, autorizo!",0d47276aeb065d756165ae76a793e84d453b813e6389ab7cd8737c40b398217a,6cc937457f2d2b2ccce630617831933997a343b082c7b1f85604920cee5f51d8,cb41a83da05f524ca64235b403f64b3c10dd864c704b754651ea75d0fbd04068
18/11/2000,Sim,Entre 18 e 24 anos,Graduação - cursando,FORTALEZA/PRESIDENTE KENNEDY,Branca,Cisgênera,Heterossexual,Não,Sim,Funcionária de empresa privada (CLT/PJ),Não quero mudar de emprego/estágio/etc.,Cientista de dados,Entre 3 salários míninos a 7 salários míninos ( >= 4.236 e < 9.884 ),2 a 4 anos,Sim,2 a 4 anos,Não se aplica,Júnior,Análise/Visualização de Dados;Data Science;Machine Learning;Web scrapping,nula,Evento,"Sim, como participante",NULA,PALESTRAS E MENTORIAS,1 evento por ano,Palestras,Análise/Visualização de Dados;Data Science;Machine Learning,Sim,nula,nula,"Sim, como mentora",Mulheres em dados,Sim,"🎨 (arte, representando interesses criativos);📚 (livros, representando interesses em leitura);🎶 (música, para interesses musicais);🌍 (viagens, para interesses em explorar o mundo)",NULA,NULA,nula,"Sim, autorizo!","Sim, autorizo!",147d4468abcbc35a06a6fe539ad97d18183757ae34d9941726d6dd54a4062360,d35f3bb2652c2a9dfb2dcacb23c3dd533cc606486fbcae8b38b0563d7e0ac435,cbe7580394b55aa759b3158676d7ba029104bf19180cdd6c3f416a9bcc7e80dd
03/10/1995,Não,Entre 25 e 30 anos,Pós Graduação Lato Sensu (Especialização/MBA/etc) - concluído,Fortaleza/José Walter ,Branca,Cisgênera,Bissexual,Não,"Sim, área auditoria controle CARM, suporte, analyst service delivery…",Funcionária de empresa privada (CLT/PJ),Estou buscando ativamente novo emprego/estágio/etc.,analyst service delivery Sênior ,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Mais de 4 anos,Não,Não se aplica,Sim,Não sei definir,Não se aplica,"SQL, azure/office 365, aws, Linux, AD, Datasul ","Redes Sociais (Instagram, Facebook e etc);Indicação de amiga(o)",Não,NETWORKING NOVIDADES MELHORAR MINHA COMUNICACAO,NULA,1 evento por ano,Palestras;Tutoriais,Análise/Visualização de Dados;Big Data;Testes,Talvez,nula,nula,Talvez,Não ,Não,"🎶 (música, para interesses musicais);🎮 (jogos, para quem curte videogames)",AMBIENTES HOSTIS SEMPRE HA DUVIDA DA CAPACIDADE DO QUE CONSEGUIRMOS ENTREGAR ETC,CURSOS DIVERSOS,Depende do projeto mas estou disposta a desenvolver mais essa parte de trabalhos em equipe,"Sim, autorizo!","Sim, autorizo!",c71e8fdfc063ef29baa97da39a1913a9e3c9f81fb13f44cb7c1d9690bcad949b,bb376fb918a9638aee16d81cb02a93897785e7a160dc31cf434cbba3fb6c1cf3,6ae8c5a52eaf2d53bc48b0890e776186802627248c9823420e117462d7220f44
28/04/1998,Não,Entre 25 e 30 anos,Graduação - cursando,FORTALEZA/CRISTO REDENTOR,Branca,Cisgênera,Heterossexual,Não,"Era vendedora autônoma, mas sempre tive interesse na área da tecnologia.",Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",Atualmente sou auxiliar administrativa.,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,Não,Não se aplica,Sim,Não se aplica,Não se aplica,nula,Evento;Foi em uma palestra do JD.,Não,NULA,NULA,nula,Ainda não participei de nenhum.,Nenhuma mencionada acima,Não,nula,nula,Não,Não ,Não,"🎮 (jogos, para quem curte videogames)",NULA,NULA,nula,"Sim, autorizo!","Sim, autorizo!",b4ebe771430c0725c34cbc156d1f5a74f95dab0f045c6e915985546ac545dd5f,a2f2b8cfdc32a70ac0ee5fc61189909b24510f9bccb891d5f5c0c2c266b19d8d,a3bbfdcc1c32cd318bc7dd0f0f5592d46403e1312199c16964bd2e4d6b17c1af
05/09,Sim,Entre 31 e 40 anos,Pós Graduação Lato Sensu (Especialização/MBA/etc) - concluído,FORTALEZA/MEIRELES,Branca,Cisgênera,Heterossexual,Sim e compartilho a responsabilidade sobre eles com outras pessoas,"Não, minha área anterior era Moda.",Não trabalho e estou buscando um emprego/estágio,Não se aplica,Analista de dados.,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),1 ano a 2 anos,Sim,1 ano a 2 anos,Não se aplica,Júnior,Análise/Visualização de Dados;Data Science,nula,Indicação de amiga(o),Não,UMA OPORTUNIDADE DE ME ENGAJAR COM OUTRAS PROFISSIONAIS E QUEM SABE ARRANJAR UM ESTAGIO,SE PRECISAREM DE ALGUEM PARA UM PROJETO EM PYTHON ESTOU AQUI E PRA FAZER EDICAO DE VIDEOS TAMBEM,1 evento por ano,Workshops;Palestras,Análise/Visualização de Dados;Data Science;Machine Learning,Não,nula,Acho que cursos ou até mesmo um hackathon.,"Sim, como mentorada",WoMakers Code e PUG-CE ,Não,"🎨 (arte, representando interesses criativos);🧘‍♀️ (bem-estar, para práticas como yoga)",ADMINISTRAR MEU TEMPO COM A ROTINA DA CASA DO MEU FILHO E OS ESTUDOS,NULA,"Individual, pois consigo administrar melhor o que tem de ser feito e não fico na mão de terceiros resolver os problemas.","Sim, autorizo!","Sim, autorizo!",708023e069d041ba18550750ebeed23a41a49635557d26d23bcb52da4a3c9b2f,34abea083751f3f3d0dc5dbba380dfebb78978195dd269aa0cd955ceda041921,54daae63f4590fb91e6622217c1728af4c738b831677c38bc70d81ee72c6c61b
21/06,Sim,Entre 25 e 30 anos,Pós Graduação Lato Sensu (Especialização/MBA/etc) - concluído,FORTALEZA/BENFICA,Parda,Cisgênera,Heterossexual,Não,Sim,Funcionária de empresa privada (CLT/PJ),Não quero mudar de emprego/estágio/etc.,Desenvolvedora,Entre 3 salários míninos a 7 salários míninos ( >= 4.236 e < 9.884 ),Mais de 4 anos,Sim,1 ano a 2 anos,Não se aplica,Júnior,Análise/Visualização de Dados;Data Science;Desenvolvimento Web;Machine Learning,"Java, Javascript, React","Redes Sociais (Instagram, Facebook e etc);Evento","Sim, como participante",ESPERO APRENDER SEMPRE COM O COMPARTILHAMENTO DE IDEIAS QUE A COMUNIDADE NOS PROPORCIONA,COMPARTILHANDO APRENDIZAGEM E EXPERIENCIAS NA AREA,Entre 1 a 3 eventos por ano,Workshops;Palestras,Desenvolvimento Web;Segurança;Testes,Sim,"Transição de carreira, Django, Python, Organização Pessoal, Metodologias ágeis, IA no cotidiano",Mais palestras e workshops sobre django e boas práticas de desenvolvimento ,"Sim, como mentora e mentorada",Google Woman techmakers,Sim,"🎨 (arte, representando interesses criativos);📚 (livros, representando interesses em leitura);🎶 (música, para interesses musicais);🎮 (jogos, para quem curte videogames)",PRECONCEITO REPRESENTATIVIDADE INSUFICIENTE DISPARIDADE SALARIAL,MAIS EVENTOS TECNICOS BUSCA POR INTEGRACAO COM OUTROS EVENTOS BUSCA POR PATROCINIO,"Em equipe, o aprendizado é maior","Sim, autorizo!","Sim, autorizo!",90caf5fce11104b999f4a406a259eea3f7a15b80466c88c52a7c48f29f2e4502,92f5fcded20d0f6c5eb5769e6dac1d8b161c11be547fcfef0ef138858393d1a3,2fe5128149bc360f3cc40a65604fed8357ffaed6b47da62800a7661a9ef5f62d
21/12,Sim,Entre 41 e 50 anos,Pós Graduação Lato Sensu (Especialização/MBA/etc) - concluído,Fortaleza/Joaquim Távora,Parda,Cisgênera,Heterossexual,Sim e compartilho a responsabilidade sobre eles com outras pessoas,Não. Administração ,Funcionária de empresa privada (CLT/PJ),Estou buscando ativamente novo emprego/estágio/etc.,Admistradora,Entre 3 salários míninos a 7 salários míninos ( >= 4.236 e < 9.884 ),Não se aplica,Não,Não se aplica,Sim,Não se aplica,Não se aplica,nula,Curso na Digital College ,"Sim, como participante",CRIAR NETWORKING,COMO VOLUNTARIA EM ORGANIZACAO DE EVENTOS,nula,Workshops;Palestras;Tutoriais,Análise/Visualização de Dados,Talvez,Administração e Gestão de Equipe ,nula,"Sim, como mentorada",Sim. PMI Mulher e Ceará ,Sim,"🍳 (culinária, para quem gosta de cozinhar);🌍 (viagens, para interesses em explorar o mundo)",INGRESSAR NA AREA,NULA,"Equipe, juntos somos mais fortes e torna mais fácil o alcance de objetivos ","Sim, autorizo!","Sim, autorizo!",384d64287e7ec772b714ab2b3ee1971599772c698345f009d5dcac1be3fd5319,be087d34c19b2e7069258d385a5f6b446fcd5f682d6eea665eb0691c7c9f1678,36d688a38c75de8563b28951c75a8e034a59146f985f9cb2cac41c9ed10768a4
18/09/1985,Não,Entre 31 e 40 anos,Graduação - concluído,Álvaro weyne ,Parda,Cisgênera,Heterossexual,Sim e sou a única responsável por eles,Auxiliar administrativo,Terceirizada,Não se aplica,Auxiliar administrativo ,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Não se aplica,Não,Não se aplica,Sim,Não se aplica,Não se aplica,nula,Indicação de amiga(o),Não,NULA,NULA,nula,Workshops;Palestras,Análise/Visualização de Dados;Segurança,Não,nula,nula,Não,Não,Não,"🎶 (música, para interesses musicais);🌍 (viagens, para interesses em explorar o mundo);🧘‍♀️ (bem-estar, para práticas como yoga)",NULA,NULA,nula,"Sim, autorizo!","Sim, autorizo!",0a6cd602b574f6e44d01fe8acce121364ab8eb9e1ec8c0124cfc514c6257ef6e,d1f3664f410e6e78926a23b3766af7be6415fa8afcef4688952396ef46adf8e0,9c8fd6f58208a62fa6f910cc2fe4310b1c8c61841173ceedac240d6a420672df
04/06/2003,Não,Entre 18 e 24 anos,Graduação - cursando,MONTE CASTELO,Parda,Cisgênera,Heterossexual,Não,Sim,Bolsista de instituição acadêmica,"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",Analista de Requisitos,Menos de 1 salário mínino ( < 1.412),2 a 4 anos,Sim,1 ano a 2 anos,Não se aplica,Júnior,Análise/Visualização de Dados,"HTML, CSS, C, Kotlin, SQL",Indicação de amiga(o),Não,INTEGRACAO DAS MULHERES DA AREA VISTO QUE SOMOS MINORIA NA AREA E IMPORTANTE MANTER A PROXIMIDADE E SUPORTE,NAO SEI DIZER,1 evento por ano,Atividades lúdicas e recreativas;Workshops,Análise/Visualização de Dados;Desenvolvimento Web,Não,nula,nula,"Sim, como mentorada",Não,Sim,"⚽ (futebol, representando interesses esportivos);🎶 (música, para interesses musicais);🍳 (culinária, para quem gosta de cozinhar);🌍 (viagens, para interesses em explorar o mundo);🧘‍♀️ (bem-estar, para práticas como yoga);🎮 (jogos, para quem curte videogames)",NULA,NULA,"Em equipe, pois gosto de ter esse suporte, diferentes opiniões, visões e experiências para executar o projeto da melhor maneira possível","Sim, autorizo!","Sim, autorizo!",1947ed49b0535785b6e0f60b9049b2f18e96b1a28fb3cc4c2061c9e30a1f9127,e76fc59a35b6854748f2bbd872ca4e7cffa41998b49f144f3edbcda948f6431d,d7926cf028d279fffa6802d0cbdfa62e9846a71109dcb45662082ab6a1f38c3d
23/11/2005,Não,Entre 18 e 24 anos,Ensino Médio/Técnico (cursando ou concluído),FORTALEZA/JARDIM IRACEMA ,Branca,Cisgênera,Prefiro não informar,Não,Sim,"Não trabalho, mas não estou buscando um emprego/estágio",Estou buscando ativamente novo emprego/estágio/etc.,nula,Menos de 1 salário mínino ( < 1.412),Não se aplica,Sim,menos de 1 ano,Sim,Júnior,Não se aplica,"Java, SQL, Phyton, HTML",Indicação de amiga(o),"Sim, como participante",NULA,NULA,Entre 1 a 3 eventos por ano,Atividades lúdicas e recreativas;Workshops;Palestras;Tutoriais,Desenvolvimento Web;Jogos;Programação ,Talvez,nula,nula,Talvez,Não participo,Não,"🎨 (arte, representando interesses criativos);📚 (livros, representando interesses em leitura);🎶 (música, para interesses musicais);🎮 (jogos, para quem curte videogames)",NULA,NULA,nula,"Sim, autorizo!","Sim, autorizo!",2a8202818b63c0407fb0b29990833d617b3bddd5f1c6237ad2c85f9e77dd632d,a9bfdfebd69000d6d180864ccce8794b00439a15acc1ba8aeac4eef55b5ae7f2,e86beaaf49176635ed2b2eed2fe49fb01f4bd8fb0402682cefc6aa1825180c6f
14/09,Sim,Entre 18 e 24 anos,Graduação - cursando,FORTALEZA/JOSÉ BONIFÁCIO,Parda,Cisgênera,Heterossexual,Não,Não. Matemática.,Estagiária,"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",Desenvolvedora Mobile MAUI (estágio) e Analista/Cientista de Dados (bolsa),Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Mais de 4 anos,Sim,Mais de 4 anos,Não se aplica,Não sei definir,Análise/Visualização de Dados;Machine Learning,C# (desenvolvimento .NET),Divulgado no grupo de calouros da UFC,"Sim, como organizadora;Sim, como participante",ACOLHIMENTO APOIO E INSPIRACAO,JA PARTICIPEI ORGANIZANDO O MEETUP E NAS VENDAS DA LOJINHA QUANDO ME FORMAR DEPOIS DE ME ESTABILIZAR VOU PENSAR EM RETORNAR AO GRUPO DE VOLUNTARIAS,Entre 1 a 3 eventos por ano,Atividades lúdicas e recreativas;Workshops,Análise/Visualização de Dados;Data Science;Machine Learning;Web scrapping,"No momento não, mas no futuro sim :)",nula,nula,"Sim, como mentorada",Não,Sim,"⚽ (futebol, representando interesses esportivos);🎶 (música, para interesses musicais);🌍 (viagens, para interesses em explorar o mundo)",NULA,NULA,nula,"Sim, autorizo!","Sim, autorizo!",39420b332df46fee6ca458b0d38fe6661430d46324bf746b09ba07b804b42766,c3c8096acf5df60e00a07e47a91a57a494f6417686bead65e2d183bf580689a0,4ab4da144b7acd83e642a960209b84b9d56822335ca03d36a5de312dec300ab9
05/06/2000,Não,Entre 18 e 24 anos,Pós Graduação Lato Sensu (Especialização/MBA/etc) - cursando,FORTALEZA/VILA UNIÃO,Branca,Agênera,Heterossexual,Não,Design,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",UX DESIGN,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),menos de 1 ano,Não,Não se aplica,Sim,Não se aplica,Não se aplica,nula,Indicação de amiga(o),Não,CONHECER PESSOAS DA AREA DE TI E TROCAR EXPERIENCIAS,POSSO DAR DICAS E ENSINAR ALGUMA FERRAMENTA DA AREA DE DESIGN,1 evento por ano,Atividades lúdicas e recreativas;Workshops;Palestras;Tutoriais,Desenvolvimento Web;Jogos,Sim,"Design, WebDesign e coisas relacionadas a ferramentas.",Trocar experiências.,"Sim, como mentora",Não fiz.,Sim,"🎨 (arte, representando interesses criativos);📚 (livros, representando interesses em leitura);🎶 (música, para interesses musicais);🍳 (culinária, para quem gosta de cozinhar);🎮 (jogos, para quem curte videogames)",DIFERENCA SALARIAL,APOIO E AJUDA COM OPNIOES,"Equipe, adoro esta cercada de pessoas.","Sim, autorizo!","Sim, autorizo!",b06ee7f2a6b923136f7b0db608432aa8d995eff6bfff02efd5bbe6d1d0a70577,f685f1974a83cc12170a9dce0dae1315e76c528d9ff9ea97738818397a690bd1,0c1ee1573cd7bfc618f1b9f222d784ee79bf01a04bc08a017bf3223beb61959a
11/12/1997,Sim,Entre 25 e 30 anos,Graduação - incompleto,PASSARÉ,Branca,Cisgênera,Heterossexual,Não,Administração,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",Especialista Supply Chain,Entre 3 salários míninos a 7 salários míninos ( >= 4.236 e < 9.884 ),1 ano a 2 anos,Não,Não se aplica,Não se aplica,Não sei definir,Não se aplica,nula,"Redes Sociais (Instagram, Facebook e etc)","Sim, como participante",ESPERO ENCONTRAR UM LUGAR DIFERENTE DOS DEMAIS LUGARES UM LUGAR SO PARA MULHERES NAO SO DA TECNOLOGIA MAS MULHERES QUE CONHECEM SUA FORCA E BRILHAM JUNTAS,COM MINHA FORCA DE VONTADE E DEDICACAO AMO FAZER PARTE DE ALGO E QUERO USAR ISSO PARA ACRESCENTAR NA COMUNIDADE,1 evento por ano,Palestras,"Análise/Visualização de Dados;Data Science;Machine Learning;Projetos, Estratégia, etc",Sim,Carreira e desenvolvimento profissional,Já me interessa o suficiente,"Sim, como mentora e mentorada",Não,Sim,"🎨 (arte, representando interesses criativos);🌍 (viagens, para interesses em explorar o mundo)",MINHA EXPERIENCIA TEM SIDO POSITIVA ATE O MOMENTO MAS SINTO FALTA DE MENTORIAS EFETIVAS E PROGRAMAS PROFISSIONAISMENTORIA CARREIRA CURSOS ETC PARA MULHERES,CONTEUDOS DE CARREIRA E DESENVOLVIMENTO,"Em equipe, é difícil porém torna possível a entrega. Além da troca de aprendizado entre os pares, os desafios em equipe nos fazem crescer. Uma equipe pode propor soluções diferentes, visões múltiplas e etc","Sim, autorizo!","Sim, autorizo!",17d43b36f7b665cfcc61c937961d4e14a9843bedea000fccdd72799cb2a06edd,c0aabc494c28ef5c427c5c76d43e0e4601d86fe7b74cad223e1bc6008a2b83b4,4e46076591768c694095fa189293920d162567a0b9d141611aca54ecf68c2313
16/11/2005,Sim,Entre 18 e 24 anos,Graduação - cursando,AVENIDA DOS EXPEDICIONÁRIOS/FORTALEZA ,Parda,Cisgênera,Heterossexual,Não,Não. Estatística. ,Não trabalho e estou buscando um emprego/estágio,Não se aplica,Estudante de Estatística ,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),menos de 1 ano,Sim,menos de 1 ano,Sim,Não sei definir,Não se aplica,"R, e Overleaf ",Indicação de amiga(o),Não,CONHECER MELHOR O MUNDO DA PROGRAMACAO,IDEIAS DE ALGUM EVENTO,1 evento por ano,Atividades lúdicas e recreativas,Nenhuma mencionada acima,Talvez,Não sei exatamente,"Não sei, acho que passo a passo da programação ",Talvez,Não ,Não,"🎨 (arte, representando interesses criativos);🎶 (música, para interesses musicais);🌍 (viagens, para interesses em explorar o mundo)",RECEIO DE ESQUECER CONTEUDOS SOBRE O ASSUNTO,COMO LEMBRAR CODIGOS OU ALGO ASSIM,Talvez individual,"Sim, autorizo!","Sim, autorizo!",e76d515ff06f41dfb4ab0a3381a741c910ba7d83f515f5e78a002cdbb5c20c2b,7a75817879352f496773ce9d8e14cd0ef44affba3eedc22f13163dbad2a4ac73,504336448436f37f74a38d6dc9a161493a6f2c16c8f3883a5423b46a5763ed6d
07/08/1998,Sim,Entre 25 e 30 anos,Graduação - concluído,Fortaleza / Maraponga,Branca,Cisgênera,Bissexual,Não, ,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",Engenheira de Software,Acima de 7 salários míninos ( >= 9.884 ),Mais de 4 anos,Sim,menos de 1 ano,Sim,Júnior,IoT;Testes,"Java, Ruby, C#, Clojure","Redes Sociais (Instagram, Facebook e etc)","Sim, como organizadora;Sim, como participante",TROCA DE CONHECIMENTO,MENTORAR MOVIMENTAR O GITHUB GERENCIAR PROJETOS,Entre 1 a 3 eventos por ano,Atividades lúdicas e recreativas;Workshops;Palestras;Tutoriais,Desenvolvimento Web;IoT;Jogos;Machine Learning;Testes,Sim,"Teste, desenvolvimento, IoT","Não trabalho com python, então ter abertura para outras tecnologias, apesar de da comunidade ser voltada para tal.","Sim, como mentora",Caliandras Digitais (inativa),Não,"🎨 (arte, representando interesses criativos);📚 (livros, representando interesses em leitura);🌍 (viagens, para interesses em explorar o mundo);🧘‍♀️ (bem-estar, para práticas como yoga);🎮 (jogos, para quem curte videogames)",AUTOCOBRANCA,CRIACAO DE PROJETOS PRATICOS DE PROGRAMACAO,"Em grupos pequenos, pois acredito que seja mais fácil para todos contribuirem.","Sim, autorizo!","Sim, autorizo!",fff11cb1073cf89f555c432008a6855896f1452a7cbf9aa1f7f81e9000f79b52,6274684854bc4b802771371477e3d076d84fd5233fe4cc21a36150426dae61ed,d0dcc037e2be68b6a8fd2a6c908f0eae6f159c2579b04e8499bd5c76c6a6a277
30/05,Sim,Entre 18 e 24 anos,Graduação - incompleto,FORTALEZA/MEIRELES,Branca,Cisgênera,Bissexual,Não,"Antes de migrar pra T.I, estudei jornalismo e marketing ",Não trabalho e estou buscando um emprego/estágio,Não se aplica,"Não trabalho atualmente, mas pretendo me profissionalizar em Cientista de Dados, UX ou desenvolvimento web",Menos de 1 salário mínino ( < 1.412),1 ano a 2 anos,Sim,menos de 1 ano,Sim,Júnior,Data Science;Desenvolvimento Web;Machine Learning,"Java, Javascript, html, Css, react native, SQL, Postgre, Python, Kotlin, PHP, Git, Git hub, Pacote Adobe, Pacote Office","Redes Sociais (Instagram, Facebook e etc);Indicação de amiga(o);Evento","Sim, como participante",ESPERO QUE AS MENINAS CONTINUEM ATIVAS E ENTUSIASMADAS COM AS AREAS OS EVENTOS PROMOVIDOS SAO MUITO VALIOSOS E MERECEM A PARTICIPACAO DE VARIAS MULHERES NORDESTINAS,POSSO CONTRIBUIR PARTICIPANDO DOS EVENTOS E DIVULGANDO ATIVAMENTE PARA MINHAS COLEGAS E AMIGAS INTERESSADAS EM ENTRAR EOU SE ESPECIALIZAR NA AREA,Entre 1 a 3 eventos por ano,Atividades lúdicas e recreativas;Workshops;Palestras;Tutoriais,Análise/Visualização de Dados;Big Data;Data Science;Desenvolvimento Web;Machine Learning;Segurança,"Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa","Comunicação digital, banco de dados, cibersegurança, inteligência artificial",Mais oficinas e tutoriais gratuitos ,"Sim, como mentorada", Não faço parte ,Sim,"📚 (livros, representando interesses em leitura);🎶 (música, para interesses musicais);🍳 (culinária, para quem gosta de cozinhar);🌍 (viagens, para interesses em explorar o mundo);🎮 (jogos, para quem curte videogames)",PRECONCEITO DESCREDITO DUVIDA MENOSPREZO DE EXPERIENCIAS JULGAMENTO PESSOAL E PROCRASTINACAO,MAIS RODAS DE CONVERSAS E TROCAS DE EXPERIENCIAS,"Gosto de ambas as oportunidades, mas trabalhar em equipe é mais estimulante","Sim, autorizo!","Sim, autorizo!",f01833d94fdfd65b926fcfca3cf52ff7618efa39d96e694a246e3cb795b72274,9b563eb5f05bb3d40455106e931b9ce575eb2c3c2c2c2bf42d2732e511de00f4,6df4317319681e5215bee47b39a4005c54a369c27928af1028a55aab66a8a9b7
18/09/1983,Sim,Entre 41 e 50 anos,Pós Graduação Lato Sensu (Especialização/MBA/etc) - cursando,FORTALEZA/VARJOTA,Branca,Cisgênera,Bissexual,Sim e compartilho a responsabilidade sobre eles com outras pessoas,"Não, Engenharia ambiental",Funcionária de empresa privada (CLT/PJ),Não quero mudar de emprego/estágio/etc.,Cientista de Dados,Acima de 7 salários míninos ( >= 9.884 ),2 a 4 anos,Sim,2 a 4 anos,Não se aplica,Pleno,Análise/Visualização de Dados;Big Data;Data Science;Desenvolvimento Web;Machine Learning;Web scrapping,"javascript, alteryx, qliksense",Indicação de amiga(o),"Sim, como organizadora;Sim, como participante",DESENVOLVIMENTO E EMPONDERAMENTO DE MULHERES NA AREA DE TECNOLOGIA,JA SOU VOLUNTARIA D,"Todos, não falto um, fã de carteirinha PYLADIES TE AMO",Atividades lúdicas e recreativas;Workshops;Palestras;Tutoriais,Análise/Visualização de Dados;Big Data;Data Science;Machine Learning,Sim,Análise de dados e aprendizado de máquina,nula,Não,já fiz parte da comunidade pyladies de são josé dos campos - sp,Sim,"📚 (livros, representando interesses em leitura);⚽ (futebol, representando interesses esportivos);🍳 (culinária, para quem gosta de cozinhar);🌍 (viagens, para interesses em explorar o mundo);🧘‍♀️ (bem-estar, para práticas como yoga)",SEXISMO E TER QUE PROVAR QUE SEI ALGUMA COISA O TEMPO TODO,NULA,nula,"Sim, autorizo!","Sim, autorizo!",0f4a0d66dd21cc731f537bcb4f906a1adc0899fd05a4bc0edf3cc3494bff19e3,7c1ec6d04185df86c5ca3c67e53be9bb08e6d08165b5e45d6c87f662a1f22b01,2986f6952b87fb7d6b4abdd37b7adfba1e4db118f299bf59530dcd6352b1b66f
